155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
155,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
156,124,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
156,124,139
156,124,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,123,139
157,120,137
155,118,135
159,122,139
161,124,141
161,124,141
165,128,145
165,126,144
154,115,133
183,140,159
168,125,144
159,116,135
165,122,141
168,127,145
163,122,140
160,119,137
164,123,141
163,124,142
163,124,142
162,125,142
162,125,142
162,125,142
162,125,142
162,125,142
162,125,142
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
163,125,140
164,126,141
164,126,141
165,127,142
165,127,142
165,127,142
166,128,143
166,128,143
168,127,143
168,127,143
168,127,143
168,127,143
168,127,143
168,127,143
169,126,143
169,126,143
169,126,143
169,126,143
169,126,143
169,126,143
170,126,143
170,126,143
170,126,143
170,126,143
170,126,143
171,127,144
171,127,144
172,128,145
174,127,145
174,127,145
171,124,142
171,124,142
172,125,143
173,126,144
175,126,145
176,127,146
177,128,147
177,128,147
177,126,143
177,126,143
178,125,143
179,126,144
179,126,144
180,127,145
180,127,145
180,127,145
182,127,146
182,127,146
182,127,146
183,128,147
183,128,147
184,129,148
186,129,148
186,129,148
184,127,146
185,128,147
187,128,148
188,129,149
190,128,149
190,128,149
191,128,147
190,127,146
192,127,147
192,127,147
194,126,147
195,127,148
196,127,146
196,127,146
197,128,147
196,129,147
198,131,148
196,132,148
195,131,147
195,131,147
197,130,147
197,130,147
196,129,146
196,129,146
195,128,145
196,129,146
199,130,148
200,131,149
201,132,150
200,131,149
199,130,148
198,129,147
201,130,148
201,130,148
201,130,148
202,131,149
203,130,149
204,131,150
205,131,148
205,131,148
208,131,149
208,131,149
211,130,149
211,130,149
211,130,147
211,130,147
212,129,147
212,129,147
217,130,149
217,130,149
217,130,149
217,130,149
217,130,149
216,129,148
217,128,148
217,128,148
219,130,150
219,130,150
222,130,151
222,130,151
222,130,151
223,131,152
223,131,152
223,131,152
224,129,149
225,130,150
230,133,153
232,135,155
232,135,155
230,133,153
228,131,151
226,129,149
233,134,155
233,134,155
233,134,155
234,135,156
234,135,156
235,136,157
237,135,157
237,135,157
237,133,156
239,135,158
243,137,159
245,139,161
247,139,162
247,139,162
247,138,161
247,138,161
246,134,156
249,137,159
254,140,163
255,141,164
0,140,163
254,138,161
254,136,158
254,136,158
3,137,158
5,139,160
8,141,162
6,139,160
7,137,159
8,138,160
13,141,164
17,145,168
9,135,159
10,136,160
12,136,160
13,137,161
19,141,166
24,146,171
24,143,169
19,138,164
11,133,158
17,139,164
21,140,166
20,139,165
23,141,167
26,144,170
23,139,166
15,131,158
24,137,165
19,132,160
19,130,159
28,139,168
37,146,175
33,142,171
23,130,160
15,122,152
41,144,175
36,139,170
32,135,166
32,135,166
31,134,165
29,132,163
32,133,165
35,136,168
40,138,171
45,143,176
47,143,177
41,137,171
38,134,168
41,137,171
45,140,174
44,140,174
38,135,167
33,132,163
43,140,172
38,135,167
50,147,179
69,166,198
51,148,180
38,135,167
60,155,188
49,144,177
45,140,173
65,160,193
62,157,190
45,140,173
55,147,181
57,149,183
40,128,161
59,147,180
71,159,192
67,155,188
58,146,179
54,142,175
54,141,174
51,138,171
55,142,175
56,143,176
72,157,191
55,140,174
45,130,164
61,146,180
60,145,179
60,145,179
57,137,173
63,143,179
67,147,183
89,169,205
70,148,184
63,141,177
58,136,172
79,157,193
82,158,195
68,144,181
61,137,174
67,143,180
75,151,188
73,149,186
