42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
42,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
43,11,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
43,11,26
43,11,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,10,26
44,7,24
42,5,22
46,9,26
48,11,28
48,11,28
52,15,32
52,13,31
41,2,20
70,27,46
55,12,31
46,3,22
52,9,28
55,14,32
50,9,27
47,6,24
51,10,28
50,11,29
50,11,29
49,12,29
49,12,29
49,12,29
49,12,29
49,12,29
49,12,29
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
50,12,27
51,13,28
51,13,28
52,14,29
52,14,29
52,14,29
53,15,30
53,15,30
55,14,30
55,14,30
55,14,30
55,14,30
55,14,30
55,14,30
56,13,30
56,13,30
56,13,30
56,13,30
56,13,30
56,13,30
57,13,30
57,13,30
57,13,30
57,13,30
57,13,30
58,14,31
58,14,31
59,15,32
61,14,32
61,14,32
58,11,29
58,11,29
59,12,30
60,13,31
62,13,32
63,14,33
64,15,34
64,15,34
64,13,30
64,13,30
65,12,30
66,13,31
66,13,31
67,14,32
67,14,32
67,14,32
69,14,33
69,14,33
69,14,33
70,15,34
70,15,34
71,16,35
73,16,35
73,16,35
71,14,33
72,15,34
74,15,35
75,16,36
77,15,36
77,15,36
78,15,34
77,14,33
79,14,34
79,14,34
81,13,34
82,14,35
83,14,33
83,14,33
84,15,34
83,16,34
85,18,35
83,19,35
82,18,34
82,18,34
84,17,34
84,17,34
83,16,33
83,16,33
82,15,32
83,16,33
86,17,35
87,18,36
88,19,37
87,18,36
86,17,35
85,16,34
88,17,35
88,17,35
88,17,35
89,18,36
90,17,36
91,18,37
92,18,35
92,18,35
95,18,36
95,18,36
98,17,36
98,17,36
98,17,34
98,17,34
99,16,34
99,16,34
104,17,36
104,17,36
104,17,36
104,17,36
104,17,36
103,16,35
104,15,35
104,15,35
