52,14,29
52,14,29
54,13,29
54,13,29
54,13,29
54,13,29
54,13,29
54,13,29
54,11,28
54,11,28
54,11,28
54,11,28
55,12,29
55,12,29
56,12,29
57,13,30
57,15,29
57,15,29
57,15,29
57,15,29
57,15,29
57,15,29
57,15,29
57,15,29
56,14,28
56,14,28
57,15,29
57,15,29
57,15,29
58,16,30
58,16,30
58,16,30
60,16,31
60,16,31
62,15,31
62,15,31
62,15,31
62,15,31
62,15,31
62,15,31
66,18,34
66,18,34
66,18,34
66,18,34
66,18,34
66,18,34
68,17,34
68,17,34
68,15,31
68,15,31
68,15,31
69,16,32
69,16,32
69,16,32
70,17,33
70,17,33
71,18,34
69,16,32
68,15,31
68,15,31
70,17,33
71,18,34
71,18,34
71,18,34
74,21,37
75,22,38
77,24,40
78,25,41
78,26,39
78,26,39
81,27,40
83,29,42
84,28,39
90,32,44
98,36,47
102,39,50
104,38,48
107,39,50
113,41,52
115,45,55
116,51,57
120,55,59
124,58,60
135,67,64
129,65,53
146,88,68
210,163,133
250,217,180
244,224,187
245,232,197
239,233,201
236,230,198
242,229,195
239,221,183
236,212,166
240,212,164
250,227,180
222,192,142
198,171,118
212,187,130
242,216,155
247,216,152
233,192,130
231,176,119
204,137,84
206,129,83
201,118,78
191,109,72
193,117,83
176,107,74
156,97,65
186,135,108
199,155,142
149,112,104
132,99,94
134,104,102
180,156,156
197,178,182
152,137,144
160,150,159
72,64,75
41,35,47
23,15,26
22,14,25
23,13,22
24,12,22
28,15,24
27,14,23
19,7,17
16,6,15
14,4,13
15,5,14
18,8,17
20,10,19
21,11,20
21,11,20
23,13,22
22,12,21
20,10,19
18,8,17
18,8,17
18,8,17
20,10,19
21,11,20
18,5,15
22,9,19
23,11,21
22,10,20
22,10,20
23,11,21
20,8,18
16,4,14
22,12,21
22,12,21
21,11,20
21,11,20
21,11,20
20,10,19
18,11,19
20,10,19
22,10,20
22,10,20
21,9,19
21,9,19
21,9,19
22,10,20
23,11,21
24,12,22
26,14,24
27,15,25
26,14,24
24,12,22
22,10,20
22,10,20
25,13,23
28,16,26
27,14,24
24,12,22
24,12,22
22,12,21
19,9,17
22,10,14
39,17,19
61,25,25
166,111,108
182,111,105
177,90,83
176,79,72
163,62,54
