57,19,34
57,19,34
59,18,34
59,18,34
59,18,34
59,18,34
59,18,34
59,18,34
59,16,33
59,16,33
59,16,33
59,16,33
60,17,34
60,17,34
61,17,34
62,18,35
62,20,34
62,20,34
62,20,34
62,20,34
62,20,34
62,20,34
62,20,34
62,20,34
61,19,33
61,19,33
62,20,34
62,20,34
62,20,34
63,21,35
63,21,35
63,21,35
65,21,36
65,21,36
67,20,36
67,20,36
67,20,36
67,20,36
67,20,36
67,20,36
71,23,39
71,23,39
71,23,39
71,23,39
71,23,39
71,23,39
73,22,39
73,22,39
73,20,36
73,20,36
73,20,36
74,21,37
74,21,37
74,21,37
75,22,38
75,22,38
76,23,39
74,21,37
73,20,36
73,20,36
75,22,38
76,23,39
76,23,39
76,23,39
79,26,42
80,27,43
82,29,45
83,30,46
83,31,44
83,31,44
86,32,45
88,34,47
89,33,44
95,37,49
103,41,52
107,44,55
109,43,53
112,44,55
118,46,57
120,50,60
121,56,62
125,60,64
129,63,65
140,72,69
134,70,58
151,93,73
215,168,138
255,222,185
249,229,192
250,237,202
244,238,206
241,235,203
247,234,200
244,226,188
241,217,171
245,217,169
255,232,185
227,197,147
203,176,123
217,192,135
247,221,160
252,221,157
238,197,135
236,181,124
209,142,89
211,134,88
206,123,83
196,114,77
198,122,88
181,112,79
161,102,70
191,140,113
204,160,147
154,117,109
137,104,99
139,109,107
185,161,161
202,183,187
157,142,149
165,155,164
77,69,80
46,40,52
28,20,31
27,19,30
28,18,27
29,17,27
33,20,29
32,19,28
24,12,22
21,11,20
19,9,18
20,10,19
23,13,22
25,15,24
26,16,25
26,16,25
28,18,27
27,17,26
25,15,24
23,13,22
23,13,22
23,13,22
25,15,24
26,16,25
23,10,20
27,14,24
28,16,26
27,15,25
27,15,25
28,16,26
25,13,23
21,9,19
27,17,26
27,17,26
26,16,25
26,16,25
26,16,25
25,15,24
23,16,24
25,15,24
27,15,25
27,15,25
26,14,24
26,14,24
26,14,24
27,15,25
28,16,26
29,17,27
31,19,29
32,20,30
31,19,29
29,17,27
27,15,25
27,15,25
30,18,28
33,21,31
32,19,29
29,17,27
29,17,27
27,17,26
24,14,22
27,15,19
44,22,24
66,30,30
171,116,113
187,116,110
182,95,88
181,84,77
168,67,59
182,81,71
171,77,65
188,99,85
156,68,56
155,73,62
140,66,55
113,49,39
230,177,171
217,174,168
82,47,43
62,31,29
76,46,46
148,118,120
237,205,206
151,117,116
111,76,74
147,109,106
95,58,52
63,23,21
79,34,39
53,12,16
48,19,13
52,26,11
137,102,82
196,160,138
180,148,127
110,77,62
41,4,0
72,23,26
117,51,55
132,60,64
112,44,43
105,44,43
113,57,60
109,54,59
123,71,73
111,61,64
97,50,56
47,4,11
57,17,26
61,25,35
54,18,28
68,33,40
83,44,49
77,35,37
88,42,45
104,54,57
100,48,52
95,43,47
104,51,57
116,61,66
132,74,73
120,61,57
112,51,48
116,52,52
117,53,53
114,48,50
113,44,49
116,45,51
101,28,35
118,43,48
129,52,58
128,52,56
131,52,57
137,58,61
136,57,60
119,54,58
50,15,21
48,27,34
38,15,23
40,14,23
48,21,30
74,44,52
144,115,120
200,174,177
146,122,122
104,83,80
101,82,76
100,81,75
127,106,103
99,75,73
117,91,92
125,96,100
99,68,74
127,97,105
140,110,118
169,142,149
216,191,195
205,180,183
145,121,119
109,84,79
123,95,91
130,102,98
85,60,56
52,28,28
52,31,36
57,40,48
77,61,71
90,77,87
81,68,77
42,29,36
21,9,13
43,33,34
50,38,38
63,53,52
61,51,52
71,62,67
56,46,55
72,62,73
72,64,79
53,45,60
49,43,57
77,71,83
92,86,96
79,73,83
105,94,108
79,71,84
45,39,49
27,26,32
16,17,21
7,11,12
66,68,67
163,161,162
149,143,145
162,152,153
169,157,157
172,158,155
177,164,155
188,176,162
192,184,165
194,181,164
207,187,178
193,165,161
179,148,143
170,132,129
152,107,104
135,81,79
121,57,57
109,35,36
96,14,18
101,10,15
107,11,15
115,12,16
121,14,20
124,13,19
123,10,16
117,6,12
138,32,36
115,12,15
125,29,30
109,23,22
90,16,15
151,91,90
167,123,122
81,50,48
74,54,55
127,115,117
152,143,146
135,129,131
141,131,130
127,113,112
92,74,70
98,78,71
74,52,41
106,82,72
78,50,46
65,37,36
29,0,1
56,26,28
87,57,57
122,94,91
146,123,115
89,71,61
145,133,121
177,170,162
178,177,173
107,108,112
22,26,37
21,27,43
12,14,35
80,83,102
78,81,90
134,138,137
171,173,162
173,175,161
182,183,169
175,175,165
170,166,165
125,120,126
73,69,83
24,20,35
10,6,20
20,17,28
13,12,18
13,12,18
21,19,30
28,26,39
33,31,44
35,33,46
38,36,50
44,42,56
48,46,60
49,47,61
52,49,66
55,52,69
58,55,72
57,54,71
57,54,73
60,57,76
68,65,84
75,72,91
83,80,99
87,84,103
90,87,104
89,86,103
95,92,109
110,107,124
108,106,120
89,87,101
104,102,115
87,85,98
51,49,60
74,72,83
40,39,47
46,45,53
130,129,137
164,164,174
59,59,71
20,22,34
25,27,39
12,14,26
19,19,31
8,8,20
5,5,15
27,27,37
16,16,26
16,16,24
16,15,23
15,14,22
14,13,21
14,13,21
15,14,20
15,14,20
10,8,19
10,8,19
12,10,21
16,14,25
20,18,29
19,17,28
14,12,23
8,6,17
6,4,15
9,7,18
25,23,34
27,25,36
10,8,19
9,7,18
19,17,28
18,18,28
28,32,43
13,17,28
51,53,66
64,63,77
91,93,108
166,168,183
100,102,115
60,56,70
200,186,199
177,149,161
204,158,171
214,151,162
209,132,142
213,126,135
210,117,125
228,136,141
224,134,143
194,107,116
209,122,131
190,102,114
215,129,140
205,121,134
162,80,92
146,64,78
136,55,70
147,69,83
149,71,87
144,66,82
148,69,88
151,74,92
151,74,92
150,77,94
141,77,94
159,100,118
128,70,85
102,44,59
91,33,48
82,24,39
94,36,51
93,35,50
87,29,44
102,45,60
137,80,97
113,59,75
81,26,47
97,42,63
105,50,73
103,49,72
103,52,71
89,40,59
91,42,61
105,58,76
105,61,78
92,49,66
90,49,65
100,61,79
81,47,63
77,45,60
74,43,58
71,43,58
71,44,59
70,46,60
70,46,60
68,46,59
70,48,61
63,41,54
53,33,45
48,28,40
45,27,39
46,28,40
45,29,42
45,29,42
33,19,32
32,18,31
30,18,30
30,18,30
30,19,33
30,19,33
27,19,32
26,18,31
30,24,34
27,21,31
25,19,29
24,18,28
23,20,31
23,20,31
22,19,30
21,18,29
12,10,23
18,16,29
22,20,33
17,15,28
8,6,19
14,12,25
40,38,51
68,66,80
91,84,102
94,87,105
92,84,105
83,76,94
72,65,83
68,59,78
73,64,83
82,70,90
90,76,99
98,83,106
109,91,115
118,98,123
128,105,131
130,106,132
123,99,125
114,88,113
109,81,103
116,89,108
124,97,116
126,99,118
123,96,115
120,93,112
119,92,111
120,93,112
95,68,87
74,47,66
77,50,69
87,60,79
95,68,87
91,64,83
76,49,68
81,54,71
79,51,65
80,50,62
80,50,62
81,51,63
81,51,63
79,49,61
74,44,56
70,40,52
65,33,46
66,34,47
66,34,47
69,37,50
82,50,61
98,66,77
110,78,89
114,81,92
96,60,70
124,88,98
145,109,119
148,112,122
156,123,132
175,144,152
184,154,162
177,152,158
170,145,151
112,89,95
41,20,25
30,11,15
42,26,29
28,12,15
90,74,77
225,207,205
215,197,183
218,201,181
224,209,188
217,204,185
216,205,187
210,201,186
209,201,188
242,235,225
246,237,232
178,168,167
58,47,51
61,48,57
77,61,74
77,59,75
75,56,75
78,57,76
75,52,68
66,44,57
73,51,64
77,55,68
91,69,82
75,53,66
74,50,64
70,46,60
71,47,61
61,37,51
60,36,50
71,47,61
79,52,67
69,42,57
78,51,66
75,47,59
112,82,84
95,63,66
170,132,143
107,66,84
86,42,65
119,75,98
139,96,115
134,94,103
122,86,86
120,87,80
129,99,88
144,114,103
104,69,65
102,63,66
99,57,69
98,55,72
98,60,75
100,66,80
84,53,68
71,45,58
74,52,65
68,50,64
57,40,56
59,42,60
70,51,71
71,52,72
72,50,71
66,47,67
62,45,64
64,49,68
73,60,78
82,68,85
72,51,68
76,53,69
73,52,67
69,48,63
72,51,66
79,58,73
78,60,74
73,55,69
69,51,67
69,51,67
71,50,67
72,51,68
79,56,74
84,61,79
81,58,76
73,50,68
71,50,67
77,59,75
83,66,82
80,66,81
72,60,74
63,55,68
63,55,70
64,58,72
53,49,63
55,51,65
55,51,65
58,54,68
67,60,76
63,56,72
57,48,65
59,52,68
66,62,79
57,54,71
52,49,66
54,51,68
57,54,71
55,52,69
52,49,66
51,48,65
56,53,70
54,51,68
52,49,66
62,59,76
76,73,90
73,70,87
60,57,74
56,53,70
60,57,74
59,56,73
66,63,80
74,71,88
69,66,83
55,52,69
51,48,65
56,53,70
58,55,72
61,58,75
63,60,77
62,59,76
59,56,73
59,56,73
63,60,77
66,63,80
57,19,34
57,19,34
59,18,34
59,18,34
59,18,34
59,18,34
59,18,34
59,18,34
59,16,33
59,16,33
60,17,34
60,17,34
